ID,Date,DateStamp,Total,Type
973,2022-01-13,2022-01-13 04:37:54.590,17932,0
974,2022-01-14,2022-01-14 04:31:57.940,4157,0
975,2022-01-15,2022-01-15 04:32:14.537,4825,0
976,2022-01-16,2022-01-16 04:42:58.320,29854,0
977,2022-01-17,2022-01-17 04:44:01.350,32249,0
978,2022-01-18,2022-01-18 04:32:50.600,6205,0
979,2022-01-19,2022-01-19 04:31:59.850,4574,0
980,2022-01-20,2022-01-20 04:38:20.923,19455,0
981,2022-01-21,2022-01-21 04:32:06.603,4532,0
982,2022-01-22,2022-01-22 04:32:25.107,5057,0
983,2022-01-23,2022-01-23 04:38:00.320,18575,0
984,2022-01-24,2022-01-24 04:32:57.110,6115,0
985,2022-01-24,2022-01-24 22:38:07.970,81956,1
986,2022-01-25,2022-01-25 04:30:16.113,2,0
987,2022-01-26,2022-01-26 04:30:13.033,62,0
988,2022-01-27,2022-01-27 04:30:12.583,15,0
989,2022-01-28,2022-01-28 04:30:18.333,17,0
990,2022-01-29,2022-01-29 04:30:17.270,22,0
991,2022-01-30,2022-01-30 04:30:43.850,1091,0
992,2022-01-31,2022-01-31 04:33:16.000,7026,0
993,2022-02-01,2022-02-01 04:38:24.300,18960,0
994,2022-02-01,2022-02-01 19:49:19.640,73432,1
995,2022-02-02,2022-02-02 04:30:10.567,2,0
996,2022-02-03,2022-02-03 04:30:12.103,5,0
997,2022-02-03,2022-02-03 22:34:18.490,11036,1
998,2022-02-04,2022-02-04 04:30:10.047,4,0
999,2022-02-05,2022-02-05 04:30:17.013,2,0
1000,2022-02-06,2022-02-06 04:30:16.077,8,0
1001,2022-02-06,2022-02-06 08:50:56.283,21598,1
1002,2022-02-07,2022-02-07 04:30:16.813,3,0
1003,2022-02-08,2022-02-08 04:30:17.663,8,0
1004,2022-02-09,2022-02-09 04:30:17.647,12,0
1005,2022-02-09,2022-02-09 22:38:06.930,83822,1
1006,2022-02-10,2022-02-10 04:30:12.487,2,0
1007,2022-02-11,2022-02-11 04:30:10.217,14,0
1008,2022-02-12,2022-02-12 04:30:16.037,23,0
1009,2022-02-13,2022-02-13 04:30:11.287,16,0
1010,2022-02-14,2022-02-14 04:30:16.157,8,0
1011,2022-02-15,2022-02-15 04:30:30.647,511,0
1012,2022-02-16,2022-02-16 04:33:10.970,5954,0
1013,2022-02-17,2022-02-17 04:37:52.387,15986,0
1014,2022-02-18,2022-02-18 01:04:03.673,37666,1
1015,2022-02-18,2022-02-18 04:30:17.290,3,0
1016,2022-02-19,2022-02-19 04:30:10.033,16,0
1017,2022-02-20,2022-02-20 00:12:28.287,19864,1
1018,2022-02-20,2022-02-20 04:30:13.733,2,0
1019,2022-02-21,2022-02-21 04:30:17.887,8,0
1020,2022-02-22,2022-02-22 04:30:16.800,16,0
1021,2022-02-22,2022-02-22 19:32:09.037,31133,1
1022,2022-02-23,2022-02-23 04:30:13.330,4,0
1023,2022-02-24,2022-02-24 04:30:13.697,16,0
1024,2022-02-24,2022-02-24 17:19:11.820,7462,1
1025,2022-02-24,2022-02-24 20:01:50.823,-65,1
1026,2022-02-25,2022-02-25 04:30:11.423,0,0
1027,2022-02-25,2022-02-25 19:43:42.567,7339,1
1028,2022-02-26,2022-02-26 04:30:19.947,3,0
1029,2022-02-26,2022-02-26 19:49:18.887,1074,1
1030,2022-02-26,2022-02-26 19:49:18.887,688,1
1031,2022-02-27,2022-02-27 04:30:23.010,1,0
1032,2022-02-28,2022-02-28 04:30:18.000,11,0
1033,2022-02-28,2022-02-28 16:34:56.110,17645,1
1034,2022-03-01,2022-03-01 04:30:34.797,876,0
1035,2022-03-02,2022-03-02 04:30:14.217,57,0
1036,2022-03-03,2022-03-03 04:30:18.580,49,0
1037,2022-03-04,2022-03-04 04:30:20.233,76,0
1038,2022-03-05,2022-03-05 04:30:14.433,43,0
1039,2022-03-05,2022-03-05 06:22:50.137,65888,1
1040,2022-03-06,2022-03-06 04:30:10.543,18,0
1041,2022-03-07,2022-03-07 04:30:20.397,17,0
1042,2022-03-08,2022-03-08 04:30:19.840,25,0
1043,2022-03-09,2022-03-09 04:30:18.717,21,0
1044,2022-03-10,2022-03-10 04:30:12.410,27,0
1045,2022-03-11,2022-03-11 04:31:22.020,2875,0
1046,2022-03-12,2022-03-12 04:31:28.147,2765,0
1047,2022-03-13,2022-03-13 04:32:27.020,4999,0
1048,2022-03-14,2022-03-14 04:31:33.770,3272,0
1049,2022-03-15,2022-03-15 04:31:28.660,2914,0
1050,2022-03-16,2022-03-16 04:33:16.270,6287,0
1051,2022-03-17,2022-03-17 04:34:09.417,7619,0
1052,2022-03-18,2022-03-18 04:32:34.803,5146,0
1053,2022-03-19,2022-03-19 04:31:58.120,3792,0
1054,2022-03-20,2022-03-20 04:31:41.010,3233,0
1055,2022-03-20,2022-03-20 21:47:12.290,24742,1
1056,2022-03-21,2022-03-21 04:30:19.157,1,0
1057,2022-03-22,2022-03-22 04:30:17.197,25,0
1058,2022-03-23,2022-03-23 04:30:17.453,27,0
1059,2022-03-24,2022-03-24 04:30:14.030,19,0
1060,2022-03-24,2022-03-24 20:50:48.577,48714,1
1061,2022-03-25,2022-03-25 04:30:12.187,2,0
1062,2022-03-26,2022-03-26 04:30:11.580,21,0
1063,2022-03-26,2022-03-26 20:41:01.500,2582,1
1064,2022-03-27,2022-03-27 04:30:11.697,1,0
1065,2022-03-28,2022-03-28 04:30:13.160,11,0
1066,2022-03-29,2022-03-29 04:30:16.283,19,0
1067,2022-03-30,2022-03-30 04:30:14.237,18,0
1068,2022-03-30,2022-03-30 09:02:15.537,21126,1
1069,2022-03-31,2022-03-31 04:30:15.320,22,0
1070,2022-04-01,2022-04-01 04:30:42.257,1163,0
1071,2022-04-02,2022-04-02 04:30:18.037,48,0
1072,2022-04-03,2022-04-03 00:30:33.897,52770,1
1073,2022-04-03,2022-04-03 04:30:12.383,3,0
1074,2022-04-04,2022-04-04 04:30:14.557,10,0
1075,2022-04-05,2022-04-05 04:30:12.697,17,0
1076,2022-04-06,2022-04-06 04:30:12.860,20,0
1077,2022-04-07,2022-04-07 04:30:12.843,26,0
1078,2022-04-08,2022-04-08 04:30:16.930,148,0
1079,2022-04-09,2022-04-09 04:31:13.600,2315,0
1080,2022-04-10,2022-04-10 04:31:38.800,3366,0
1081,2022-04-11,2022-04-11 04:31:07.083,2138,0
1082,2022-04-12,2022-04-12 04:31:53.913,4086,0
1083,2022-04-13,2022-04-13 04:32:06.880,4242,0
1084,2022-04-14,2022-04-14 04:32:08.970,4719,0
1085,2022-04-15,2022-04-15 04:31:47.200,3554,0
1086,2022-04-16,2022-04-16 04:31:27.117,3172,0
1087,2022-04-16,2022-04-16 18:24:14.173,16252,1
1088,2022-04-16,2022-04-16 21:31:51.640,41,1
1089,2022-04-16,2022-04-16 22:51:42.143,2,1
1090,2022-04-17,2022-04-17 02:22:32.887,151122,1
1091,2022-04-17,2022-04-17 04:44:35.563,30741,0
1092,2022-04-18,2022-04-18 04:30:19.017,107,0
1093,2022-04-19,2022-04-19 04:30:18.993,132,0
1094,2022-04-20,2022-04-20 04:30:29.910,69,0
1095,2022-04-21,2022-04-21 04:30:21.723,72,0
1096,2022-04-22,2022-04-22 04:30:47.707,1228,0
1097,2022-04-23,2022-04-23 04:32:08.917,4340,0
1098,2022-04-24,2022-04-24 04:50:41.410,45783,0
1099,2022-04-25,2022-04-25 04:36:39.783,15215,0
1100,2022-04-26,2022-04-26 04:32:21.450,5119,0
1101,2022-04-27,2022-04-27 04:38:56.470,22258,0
1102,2022-05-10,2022-05-10 05:17:08.590,107820,0
1103,2022-05-11,2022-05-11 04:33:03.560,6095,0
1104,2022-05-12,2022-05-12 04:36:17.787,13886,0
1105,2022-05-13,2022-05-13 04:32:06.970,4321,0
1106,2022-05-14,2022-05-14 04:33:47.297,7970,0
1107,2022-05-15,2022-05-15 04:32:04.547,4082,0
1108,2022-05-16,2022-05-16 04:31:34.807,2964,0
1109,2022-05-17,2022-05-17 04:31:39.077,3107,0
1110,2022-05-18,2022-05-18 04:34:58.307,10484,0
1111,2022-05-19,2022-05-19 04:36:29.493,14397,0
1112,2022-05-20,2022-05-20 04:32:03.330,4226,0
1113,2022-05-21,2022-05-21 04:36:43.133,15167,0
1114,2022-05-22,2022-05-22 04:40:54.030,25007,0
1115,2022-05-23,2022-05-23 04:33:30.313,7636,0
1116,2022-05-24,2022-05-24 04:32:21.003,4845,0
1117,2022-05-25,2022-05-25 04:33:33.073,7481,0
1118,2022-05-26,2022-05-26 04:33:28.390,6882,0
1119,2022-05-27,2022-05-27 04:51:35.693,49033,0
1120,2022-05-28,2022-05-28 04:36:26.347,13900,0
1121,2022-06-01,2022-06-01 04:46:29.570,37171,0
1122,2022-06-02,2022-06-02 04:32:03.427,4515,0
1123,2022-06-03,2022-06-03 04:30:56.310,1740,0
1124,2022-06-04,2022-06-04 04:31:49.153,3661,0
1125,2022-06-05,2022-06-05 04:55:35.023,58788,0
1126,2022-06-06,2022-06-06 04:31:28.527,3101,0
1127,2022-06-07,2022-06-07 04:30:52.890,1604,0
1128,2022-06-08,2022-06-08 04:30:52.667,1588,0
1129,2022-06-09,2022-06-09 04:37:36.647,17153,0
1130,2022-06-10,2022-06-10 04:43:40.550,31826,0
1131,2022-06-11,2022-06-11 04:39:05.223,20699,0
1132,2022-06-12,2022-06-12 04:36:13.520,13678,0
1133,2022-06-13,2022-06-13 04:52:27.153,52231,0
1134,2022-06-14,2022-06-14 04:31:58.677,4155,0
1135,2022-06-15,2022-06-15 04:34:39.463,10151,0
1136,2022-06-16,2022-06-16 04:33:25.033,7334,0
1137,2022-06-17,2022-06-17 04:34:14.607,9160,0
1138,2022-06-18,2022-06-18 04:34:39.340,10767,0
1139,2022-06-19,2022-06-19 04:31:49.810,3829,0
1140,2022-06-20,2022-06-20 04:45:26.843,35355,0
1141,2022-06-21,2022-06-21 04:32:23.000,4673,0
1142,2022-06-22,2022-06-22 04:31:47.720,3665,0
1143,2022-06-23,2022-06-23 04:41:05.083,24622,0
1144,2022-06-24,2022-06-24 04:31:25.513,2662,0
1145,2022-06-25,2022-06-25 04:31:48.337,3593,0
1146,2022-06-26,2022-06-26 04:32:39.380,5669,0
1147,2022-06-27,2022-06-27 04:31:46.210,3717,0
1148,2022-06-28,2022-06-28 04:31:07.817,2110,0
1149,2022-06-29,2022-06-29 04:31:20.593,2406,0
1150,2022-06-30,2022-06-30 04:31:15.673,2342,0
1151,2022-07-01,2022-07-01 04:32:22.777,4840,0
1152,2022-07-02,2022-07-02 04:38:05.037,18392,0
1153,2022-07-03,2022-07-03 04:33:12.690,7016,0
1154,2022-07-04,2022-07-04 04:32:10.610,4770,0
1155,2022-07-05,2022-07-05 04:34:57.897,11100,0
1156,2022-07-06,2022-07-06 04:31:18.253,2487,0
1157,2022-07-07,2022-07-07 04:31:34.597,3167,0
1158,2022-07-08,2022-07-08 04:39:25.347,21377,0
1159,2022-07-09,2022-07-09 04:33:07.720,6602,0
1160,2022-07-10,2022-07-10 04:44:02.423,32509,0
1161,2022-07-11,2022-07-11 04:31:56.353,4007,0
1162,2022-07-12,2022-07-12 04:33:44.157,8382,0
1163,2022-07-13,2022-07-13 04:32:11.740,4676,0
1164,2022-07-14,2022-07-14 04:35:31.133,12249,0
1165,2022-07-15,2022-07-15 04:31:38.757,3279,0
1166,2022-07-15,2022-07-15 21:23:56.520,78765,1
1167,2022-07-15,2022-07-15 21:24:11.597,79125,1
1168,2022-07-15,2022-07-15 21:24:11.673,79048,1
1169,2022-07-16,2022-07-16 04:30:18.177,31,0
1170,2022-07-17,2022-07-17 04:30:17.140,38,0
1171,2022-07-18,2022-07-18 04:30:17.627,56,0
1172,2022-07-19,2022-07-19 04:30:20.293,67,0
1173,2022-07-20,2022-07-20 04:30:15.743,60,0
1174,2022-07-21,2022-07-21 04:30:48.027,1349,0
1175,2022-07-22,2022-07-22 04:32:19.747,4898,0
1176,2022-07-23,2022-07-23 05:04:30.270,77358,0
1177,2022-07-24,2022-07-24 04:35:40.530,12638,0
1178,2022-07-25,2022-07-25 04:34:51.547,10732,0
1179,2022-07-26,2022-07-26 04:32:47.290,5881,0
1180,2022-07-27,2022-07-27 04:32:07.920,4610,0
1181,2022-07-28,2022-07-28 04:41:05.610,24353,0
1182,2022-07-29,2022-07-29 04:36:52.780,15161,0
1183,2022-07-30,2022-07-30 04:34:46.277,10335,0
1184,2022-07-31,2022-07-31 04:34:22.690,9318,0
1185,2022-08-01,2022-08-01 04:36:11.760,13198,0
1186,2022-08-02,2022-08-02 04:31:50.683,3781,0
1187,2022-08-03,2022-08-03 04:31:54.820,4123,0
1188,2022-08-04,2022-08-04 04:30:42.823,1157,0
1189,2022-08-05,2022-08-05 04:31:46.033,3676,0
1190,2022-08-06,2022-08-06 04:33:01.123,6665,0
1191,2022-08-07,2022-08-07 04:45:37.310,35385,0
1192,2022-08-08,2022-08-08 04:34:21.690,9361,0
1193,2022-08-09,2022-08-09 04:31:11.810,2430,0
1194,2022-08-10,2022-08-10 04:31:12.650,2350,0
1195,2022-08-11,2022-08-11 04:31:06.557,2251,0
1196,2022-08-12,2022-08-12 04:31:45.500,3865,0
1197,2022-08-13,2022-08-13 04:32:52.740,6075,0
1198,2022-08-14,2022-08-14 04:41:51.497,26791,0
1199,2022-08-15,2022-08-15 04:30:38.477,1050,0
1200,2022-08-16,2022-08-16 04:30:37.763,942,0
1201,2022-08-17,2022-08-17 04:32:37.797,5249,0
1202,2022-08-18,2022-08-18 04:44:40.237,32951,0
1203,2022-08-19,2022-08-19 04:31:46.460,3656,0
1204,2022-08-20,2022-08-20 04:31:11.143,2194,0
1205,2022-08-21,2022-08-21 04:31:57.430,4147,0
1206,2022-08-22,2022-08-22 04:32:04.520,4139,0
1207,2022-08-23,2022-08-23 04:30:48.210,1235,0
1208,2022-08-24,2022-08-24 04:30:47.660,1246,0
1209,2022-08-25,2022-08-25 04:32:27.103,5096,0
1210,2022-08-26,2022-08-26 04:32:22.220,5111,0
