ID,Date,DateStamp,Total,Type
488,2020-10-14,2020-10-14 04:35:32.893,11395,0
489,2020-10-15,2020-10-15 04:34:37.747,10251,0
490,2020-10-16,2020-10-16 04:34:57.597,11125,0
491,2020-10-17,2020-10-17 04:37:36.663,16489,0
492,2020-10-18,2020-10-18 04:36:23.537,14246,0
493,2020-10-19,2020-10-19 01:41:46.850,63586,1
494,2020-10-19,2020-10-19 04:30:07.563,25,0
495,2020-10-20,2020-10-20 04:30:07.277,49,0
496,2020-10-21,2020-10-21 04:30:07.167,55,0
497,2020-10-22,2020-10-22 04:30:06.877,47,0
498,2020-10-23,2020-10-23 04:30:10.003,56,0
499,2020-10-24,2020-10-24 04:30:14.040,427,0
500,2020-10-24,2020-10-24 19:48:51.903,224808,1
501,2020-10-25,2020-10-25 04:30:07.247,27,0
502,2020-10-26,2020-10-26 04:30:06.317,46,0
503,2020-10-27,2020-10-27 04:30:07.527,58,0
504,2020-10-28,2020-10-28 04:30:06.607,64,0
505,2020-10-29,2020-10-29 04:30:07.313,43,0
506,2020-10-30,2020-10-30 04:32:15.743,4951,0
507,2020-10-31,2020-10-31 04:35:29.030,11824,0
508,2020-11-01,2020-11-01 04:39:12.873,19682,0
509,2020-11-02,2020-11-02 04:39:57.697,22090,0
510,2020-11-03,2020-11-03 04:35:27.797,12244,0
511,2020-11-04,2020-11-04 04:38:12.763,18748,0
512,2020-11-05,2020-11-05 04:35:37.883,12594,0
513,2020-11-06,2020-11-06 04:36:02.630,13015,0
514,2020-11-07,2020-11-07 04:35:56.220,12599,0
515,2020-11-08,2020-11-08 04:38:33.920,18794,0
516,2020-11-08,2020-11-08 22:56:35.703,57405,1
517,2020-11-09,2020-11-09 04:30:06.830,25,0
518,2020-11-10,2020-11-10 04:30:10.037,63,0
519,2020-11-11,2020-11-11 04:30:06.930,54,0
520,2020-11-12,2020-11-12 04:30:07.780,46,0
521,2020-11-13,2020-11-13 04:30:07.967,62,0
522,2020-11-14,2020-11-14 04:31:36.857,3547,0
523,2020-11-17,2020-11-17 04:34:26.077,9318,0
524,2020-11-18,2020-11-18 04:34:30.697,9892,0
525,2020-11-19,2020-11-19 04:33:57.917,8637,0
526,2020-11-20,2020-11-20 04:37:06.517,15824,0
527,2020-11-21,2020-11-21 04:34:46.390,10459,0
528,2020-11-22,2020-11-22 04:35:30.687,12091,0
529,2020-11-23,2020-11-23 04:35:49.787,13009,0
530,2020-11-24,2020-11-24 04:33:47.070,8273,0
531,2020-11-25,2020-11-25 04:33:11.080,6790,0
532,2020-11-26,2020-11-26 04:33:00.200,6624,0
533,2020-11-27,2020-11-27 04:33:34.457,7739,0
534,2020-11-28,2020-11-28 04:34:48.770,10394,0
535,2020-11-28,2020-11-28 17:48:30.943,143790,1
536,2020-11-29,2020-11-29 04:30:10.740,22,0
537,2020-11-30,2020-11-30 04:30:07.437,50,0
538,2020-12-01,2020-12-01 04:30:32.450,688,0
539,2020-12-02,2020-12-02 04:30:08.200,87,0
540,2020-12-03,2020-12-03 04:30:07.160,68,0
541,2020-12-04,2020-12-04 04:32:28.750,5493,0
542,2020-12-05,2020-12-05 00:09:24.917,238879,1
543,2020-12-05,2020-12-05 04:30:07.013,16,0
544,2020-12-06,2020-12-06 04:30:07.760,45,0
545,2020-12-07,2020-12-07 04:30:07.530,35,0
546,2020-12-08,2020-12-08 04:30:06.703,38,0
547,2020-12-09,2020-12-09 04:30:09.227,59,0
548,2020-12-10,2020-12-10 04:30:22.470,736,0
549,2020-12-11,2020-12-11 04:33:33.407,8029,0
550,2020-12-12,2020-12-12 04:34:16.820,8966,0
551,2020-12-13,2020-12-13 04:38:08.823,18040,0
552,2020-12-14,2020-12-14 04:40:58.290,26136,0
553,2020-12-15,2020-12-15 04:32:56.470,6766,0
554,2020-12-16,2020-12-16 04:32:30.723,5676,0
555,2020-12-17,2020-12-17 04:32:32.897,5604,0
556,2020-12-18,2020-12-18 04:32:29.527,5605,0
557,2020-12-19,2020-12-19 04:33:38.203,8196,0
558,2020-12-20,2020-12-20 04:49:21.513,45500,0
559,2020-12-21,2020-12-21 04:50:46.297,48455,0
560,2020-12-22,2020-12-22 04:33:28.980,7920,0
561,2020-12-23,2020-12-23 04:33:00.270,6847,0
562,2020-12-24,2020-12-24 04:33:31.010,7477,0
563,2020-12-25,2020-12-25 04:33:09.193,6932,0
564,2020-12-26,2020-12-26 04:33:42.377,8425,0
565,2020-12-27,2020-12-27 04:54:33.593,56720,0
566,2020-12-29,2020-12-29 04:33:38.210,8129,0
567,2020-12-30,2020-12-30 04:34:00.450,8863,0
568,2020-12-31,2020-12-31 04:34:57.927,11025,0
569,2021-01-01,2021-01-01 04:33:56.310,8560,0
570,2021-01-02,2021-01-02 04:34:08.983,9005,0
571,2021-01-03,2021-01-03 04:34:31.043,9965,0
572,2021-01-04,2021-01-04 04:35:02.410,11220,0
573,2021-01-05,2021-01-05 04:33:17.493,6849,0
574,2021-01-06,2021-01-06 04:33:48.503,8049,0
575,2021-01-07,2021-01-07 04:33:35.880,7778,0
576,2021-01-08,2021-01-08 04:33:33.227,7756,0
577,2021-01-09,2021-01-09 04:34:38.863,9925,0
578,2021-01-10,2021-01-10 04:34:06.217,9318,0
579,2021-01-11,2021-01-11 04:36:21.490,14241,0
580,2021-01-12,2021-01-12 04:32:37.327,5797,0
581,2021-01-13,2021-01-13 04:32:42.780,5727,0
582,2021-01-14,2021-01-14 04:34:35.780,10485,0
583,2021-01-15,2021-01-15 04:33:35.430,8156,0
584,2021-01-16,2021-01-16 04:45:59.990,34875,0
585,2021-01-16,2021-01-16 20:00:54.997,157509,1
586,2021-01-17,2021-01-17 04:30:06.587,19,0
587,2021-01-18,2021-01-18 04:30:17.023,41,0
588,2021-01-19,2021-01-19 04:30:16.280,55,0
589,2021-01-20,2021-01-20 04:30:08.167,58,0
590,2021-01-21,2021-01-21 04:30:15.947,56,0
591,2021-01-21,2021-01-21 21:55:08.803,209484,1
592,2021-01-21,2021-01-21 21:55:12.137,207936,1
593,2021-01-21,2021-01-21 21:55:14.280,211233,1
594,2021-01-22,2021-01-22 04:30:06.510,17,0
595,2021-01-23,2021-01-23 04:30:10.543,48,0
596,2021-01-24,2021-01-24 04:30:09.150,62,0
597,2021-01-24,2021-01-24 22:31:51.320,25536,1
598,2021-01-25,2021-01-25 04:30:06.963,18,0
599,2021-01-26,2021-01-26 04:30:08.313,49,0
600,2021-01-26,2021-01-26 22:53:35.283,85218,1
601,2021-01-27,2021-01-27 04:30:07.470,11,0
602,2021-01-28,2021-01-28 04:30:16.610,51,0
603,2021-01-29,2021-01-29 04:30:06.610,41,0
604,2021-01-30,2021-01-30 04:30:06.893,53,0
605,2021-01-31,2021-01-31 04:30:06.927,40,0
606,2021-01-31,2021-01-31 14:34:47.413,43383,1
607,2021-01-31,2021-01-31 14:34:52.320,52318,1
608,2021-01-31,2021-01-31 14:35:00.570,48017,1
609,2021-01-31,2021-01-31 14:35:08.547,52145,1
610,2021-02-01,2021-02-01 04:30:24.700,703,0
611,2021-02-02,2021-02-02 04:30:07.980,94,0
612,2021-02-02,2021-02-02 19:46:58.010,68051,1
613,2021-02-03,2021-02-03 04:30:15.690,19,0
614,2021-02-04,2021-02-04 04:30:08.513,68,0
615,2021-02-05,2021-02-05 04:30:16.560,79,0
616,2021-02-06,2021-02-06 04:30:08.367,74,0
617,2021-02-07,2021-02-07 04:30:07.753,68,0
618,2021-02-07,2021-02-07 17:20:02.777,89744,1
619,2021-02-08,2021-02-08 04:30:06.407,35,0
620,2021-02-09,2021-02-09 04:30:06.793,67,0
621,2021-02-10,2021-02-10 04:30:06.937,75,0
622,2021-02-11,2021-02-11 04:30:07.360,70,0
623,2021-02-12,2021-02-12 04:30:07.117,28,0
624,2021-02-13,2021-02-13 04:40:28.240,23679,0
625,2021-02-13,2021-02-13 19:21:07.943,163817,1
626,2021-02-14,2021-02-14 04:30:06.890,16,0
627,2021-02-15,2021-02-15 04:30:06.807,30,0
628,2021-02-16,2021-02-16 04:30:06.423,12,0
629,2021-02-17,2021-02-17 04:30:06.190,13,0
630,2021-02-18,2021-02-18 04:30:07.380,25,0
631,2021-02-19,2021-02-19 04:33:28.270,7585,0
632,2021-02-19,2021-02-19 15:14:02.703,186456,1
633,2021-02-20,2021-02-20 04:30:06.567,18,0
634,2021-02-21,2021-02-21 04:30:07.083,44,0
635,2021-02-22,2021-02-22 04:30:07.223,38,0
636,2021-02-23,2021-02-23 04:30:06.720,33,0
637,2021-02-24,2021-02-24 04:30:07.003,34,0
638,2021-02-25,2021-02-25 04:33:29.730,8014,0
639,2021-02-25,2021-02-25 22:45:18.380,210158,1
640,2021-02-26,2021-02-26 04:30:06.350,10,0
641,2021-02-27,2021-02-27 04:30:07.280,36,0
642,2021-02-28,2021-02-28 04:30:06.720,25,0
643,2021-03-01,2021-03-01 04:30:20.893,585,0
644,2021-03-02,2021-03-02 04:30:08.013,78,0
645,2021-03-03,2021-03-03 04:31:06.770,2347,0
646,2021-03-04,2021-03-04 04:34:54.040,10478,0
647,2021-03-05,2021-03-05 04:35:46.010,12396,0
648,2021-03-06,2021-03-06 04:37:33.500,15374,0
649,2021-03-07,2021-03-07 04:39:34.063,20620,0
650,2021-03-08,2021-03-08 04:41:27.627,25895,0
651,2021-03-09,2021-03-09 04:34:33.880,10056,0
652,2021-03-10,2021-03-10 04:33:57.190,9025,0
653,2021-03-11,2021-03-11 04:35:43.593,13037,0
654,2021-03-12,2021-03-12 04:35:31.640,12013,0
655,2021-03-13,2021-03-13 04:35:32.480,11849,0
656,2021-03-13,2021-03-13 21:39:56.983,114977,1
657,2021-03-13,2021-03-13 21:40:13.943,115278,1
658,2021-03-13,2021-03-13 21:40:14.413,111829,1
659,2021-03-13,2021-03-13 21:40:15.757,94664,1
660,2021-03-13,2021-03-13 21:42:56.793,31,1
661,2021-03-13,2021-03-13 21:42:56.793,31,1
662,2021-03-14,2021-03-14 04:30:06.977,13,0
663,2021-03-15,2021-03-15 04:30:07.047,33,0
664,2021-03-16,2021-03-16 04:30:07.723,39,0
665,2021-03-16,2021-03-16 20:03:53.570,73642,1
666,2021-03-17,2021-03-17 04:30:06.917,8,0
667,2021-03-18,2021-03-18 04:30:07.720,39,0
668,2021-03-19,2021-03-19 04:30:07.580,54,0
669,2021-03-20,2021-03-20 04:30:06.837,41,0
670,2021-03-21,2021-03-21 03:27:41.847,70814,1
671,2021-03-21,2021-03-21 04:30:06.470,9,0
672,2021-03-22,2021-03-22 04:30:07.080,28,0
673,2021-03-23,2021-03-23 04:30:08.023,49,0
674,2021-03-23,2021-03-23 20:45:10.890,89284,1
675,2021-03-24,2021-03-24 04:30:06.503,12,0
676,2021-03-25,2021-03-25 04:30:07.233,43,0
677,2021-03-26,2021-03-26 04:30:07.367,39,0
678,2021-03-27,2021-03-27 04:30:08.213,51,0
679,2021-03-28,2021-03-28 04:30:07.063,45,0
680,2021-03-29,2021-03-29 04:50:23.143,46044,0
681,2021-03-30,2021-03-30 04:34:32.207,10373,0
682,2021-03-31,2021-03-31 04:34:57.517,10973,0
683,2021-04-01,2021-04-01 04:36:29.383,13390,0
684,2021-04-02,2021-04-02 04:35:16.983,11697,0
685,2021-04-03,2021-04-03 04:38:33.530,18499,0
686,2021-04-04,2021-04-04 04:38:19.400,18755,0
687,2021-04-05,2021-04-05 04:37:40.197,17458,0
688,2021-04-06,2021-04-06 04:34:38.883,10586,0
689,2021-04-07,2021-04-07 04:35:16.450,11777,0
690,2021-04-08,2021-04-08 04:35:03.090,10991,0
691,2021-04-09,2021-04-09 04:35:04.433,10519,0
692,2021-04-10,2021-04-10 04:35:09.000,11486,0
693,2021-04-11,2021-04-11 04:50:06.450,44931,0
694,2021-04-12,2021-04-12 04:36:14.710,13843,0
695,2021-04-13,2021-04-13 04:34:10.950,9354,0
696,2021-04-14,2021-04-14 04:33:34.680,7964,0
697,2021-04-15,2021-04-15 04:34:48.173,10585,0
698,2021-04-16,2021-04-16 04:34:12.677,9274,0
699,2021-04-17,2021-04-17 04:35:25.007,11719,0
700,2021-04-18,2021-04-18 04:39:26.107,21346,0
701,2021-04-19,2021-04-19 04:51:13.807,48413,0
702,2021-04-20,2021-04-20 04:33:30.573,7842,0
703,2021-04-21,2021-04-21 04:33:12.840,7237,0
704,2021-04-22,2021-04-22 04:36:21.247,14572,0
705,2021-04-23,2021-04-23 04:33:49.070,8565,0
706,2021-04-24,2021-04-24 04:33:36.473,7750,0
707,2021-04-25,2021-04-25 04:45:00.600,34182,0
708,2021-04-26,2021-04-26 04:44:05.477,32440,0
709,2021-04-27,2021-04-27 04:33:05.217,6788,0
710,2021-04-28,2021-04-28 04:36:44.757,15303,0
711,2021-04-29,2021-04-29 04:36:01.250,13586,0
712,2021-04-30,2021-04-30 04:34:49.273,10696,0
713,2021-05-01,2021-05-01 04:43:21.670,30306,0
714,2021-05-02,2021-05-02 04:38:52.043,19481,0
715,2021-05-03,2021-05-03 04:45:44.200,36035,0
716,2021-05-04,2021-05-04 04:34:58.770,10971,0
717,2021-05-05,2021-05-05 04:33:32.503,7957,0
718,2021-05-06,2021-05-06 04:33:27.813,7710,0
719,2021-05-07,2021-05-07 04:34:39.560,10429,0
720,2021-05-08,2021-05-08 04:36:04.730,13504,0
721,2021-05-09,2021-05-09 04:39:06.883,20616,0
722,2021-05-10,2021-05-10 04:41:27.420,26087,0
723,2021-05-11,2021-05-11 04:34:24.820,9958,0
724,2021-05-12,2021-05-12 04:33:41.277,8358,0
725,2021-05-13,2021-05-13 04:33:37.897,8160,0
726,2021-05-14,2021-05-14 04:34:25.343,9849,0
727,2021-05-15,2021-05-15 04:34:29.610,9969,0
728,2021-05-16,2021-05-16 04:38:31.143,19301,0
729,2021-05-17,2021-05-17 04:38:51.060,20192,0
730,2021-05-18,2021-05-18 04:33:56.040,8999,0
731,2021-05-19,2021-05-19 04:33:51.680,8604,0
732,2021-05-20,2021-05-20 04:33:56.143,9109,0
733,2021-05-21,2021-05-21 04:33:41.590,8309,0
734,2021-05-22,2021-05-22 04:35:11.080,11586,0
735,2021-05-23,2021-05-23 04:46:03.093,36897,0
736,2021-05-24,2021-05-24 04:39:53.600,22656,0
737,2021-05-25,2021-05-25 04:36:06.600,13467,0
738,2021-05-26,2021-05-26 04:34:40.677,10670,0
739,2021-05-27,2021-05-27 04:34:13.247,9503,0
740,2021-05-28,2021-05-28 04:35:32.257,12874,0
741,2021-05-29,2021-05-29 04:35:44.040,12747,0
742,2021-05-30,2021-05-30 04:35:03.377,11149,0
743,2021-05-31,2021-05-31 04:42:23.103,27744,0
744,2021-06-01,2021-06-01 04:37:07.843,15712,0
745,2021-06-02,2021-06-02 04:34:13.580,9196,0
746,2021-06-03,2021-06-03 04:33:55.473,8692,0
747,2021-06-04,2021-06-04 04:38:51.090,19156,0
748,2021-06-05,2021-06-05 04:34:43.923,10699,0
749,2021-06-06,2021-06-06 04:35:48.000,12812,0
750,2021-06-07,2021-06-07 04:34:56.807,10901,0
751,2021-06-08,2021-06-08 04:34:15.860,9601,0
752,2021-06-09,2021-06-09 04:34:06.603,8972,0
753,2021-06-10,2021-06-10 04:34:23.370,9712,0
754,2021-06-11,2021-06-11 04:34:28.603,10030,0
755,2021-06-12,2021-06-12 04:34:38.103,10264,0
756,2021-06-13,2021-06-13 04:35:20.797,11794,0
757,2021-06-14,2021-06-14 04:35:04.070,11435,0
758,2021-06-15,2021-06-15 04:34:53.457,10851,0
759,2021-06-16,2021-06-16 04:34:30.713,10051,0
760,2021-06-17,2021-06-17 04:34:25.290,9708,0
761,2021-06-18,2021-06-18 04:34:42.687,10480,0
762,2021-06-19,2021-06-19 04:36:46.063,14670,0
763,2021-06-20,2021-06-20 04:36:32.673,14407,0
764,2021-06-21,2021-06-21 04:35:16.090,11608,0
765,2021-06-22,2021-06-22 04:33:59.997,8808,0
766,2021-06-23,2021-06-23 04:35:13.963,11639,0
767,2021-06-24,2021-06-24 04:34:19.827,9636,0
768,2021-06-25,2021-06-25 04:34:08.123,9350,0
769,2021-06-26,2021-06-26 04:35:09.350,11791,0
770,2021-06-27,2021-06-27 04:34:02.053,9335,0
771,2021-06-28,2021-06-28 04:34:48.847,10975,0
772,2021-06-29,2021-06-29 04:33:53.807,8830,0
773,2021-06-30,2021-06-30 04:35:53.617,13230,0
774,2021-06-30,2021-06-30 16:05:49.593,109894,1
775,2021-07-01,2021-07-01 04:30:44.900,1455,0
776,2021-07-02,2021-07-02 04:30:08.087,85,0
777,2021-07-03,2021-07-03 04:30:08.783,107,0
778,2021-07-04,2021-07-04 04:30:10.937,156,0
779,2021-07-05,2021-07-05 04:30:04.780,0,0
780,2021-07-05,2021-07-05 10:44:40.700,0,1
781,2021-07-05,2021-07-05 18:47:15.077,131955,1
782,2021-07-06,2021-07-06 04:30:07.673,14,0
783,2021-07-07,2021-07-07 04:30:07.953,32,0
784,2021-07-08,2021-07-08 04:30:07.873,45,0
785,2021-07-09,2021-07-09 04:30:07.267,30,0
786,2021-07-10,2021-07-10 04:30:08.803,38,0
787,2021-07-10,2021-07-10 15:25:55.623,173794,1
788,2021-07-10,2021-07-10 15:26:24.513,177237,1
789,2021-07-11,2021-07-11 04:30:08.007,19,0
790,2021-07-12,2021-07-12 04:30:06.890,27,0
791,2021-07-13,2021-07-13 04:30:06.547,26,0
792,2021-07-14,2021-07-14 04:30:07.027,36,0
793,2021-07-15,2021-07-15 04:30:07.680,20,0
794,2021-07-16,2021-07-16 04:44:30.443,32194,0
795,2021-07-17,2021-07-17 04:47:21.270,39003,0
796,2021-07-18,2021-07-18 04:55:08.357,56844,0
797,2021-07-20,2021-07-20 04:38:42.650,19482,0
798,2021-07-21,2021-07-21 04:35:03.587,11515,0
799,2021-07-22,2021-07-22 04:35:26.617,12390,0
800,2021-07-23,2021-07-23 04:36:09.750,12729,0
801,2021-07-24,2021-07-24 04:35:23.960,12081,0
802,2021-07-25,2021-07-25 04:38:28.887,18970,0
803,2021-07-26,2021-07-26 04:36:41.400,13785,0
804,2021-07-27,2021-07-27 04:36:26.330,13754,0
805,2021-07-28,2021-07-28 04:36:01.003,13091,0
806,2021-07-29,2021-07-29 04:36:14.710,12903,0
807,2021-07-30,2021-07-30 04:35:19.913,11679,0
808,2021-07-31,2021-07-31 04:36:16.607,13055,0
809,2021-08-01,2021-08-01 04:40:11.643,22106,0
810,2021-08-02,2021-08-02 04:41:16.787,24288,0
811,2021-08-03,2021-08-03 04:35:28.833,12118,0
812,2021-08-04,2021-08-04 04:36:02.327,13777,0
813,2021-08-05,2021-08-05 04:35:58.240,13522,0
814,2021-08-06,2021-08-06 04:36:29.153,14926,0
815,2021-08-07,2021-08-07 04:36:54.917,16133,0
816,2021-08-08,2021-08-08 04:37:47.343,17775,0
817,2021-08-09,2021-08-09 04:37:14.420,16458,0
818,2021-08-10,2021-08-10 04:42:21.693,28596,0
819,2021-08-11,2021-08-11 04:35:51.050,12783,0
820,2021-08-12,2021-08-12 04:41:06.670,24893,0
821,2021-08-13,2021-08-13 04:35:19.890,11973,0
822,2021-08-14,2021-08-14 04:34:41.903,10636,0
823,2021-08-15,2021-08-15 04:35:24.990,12185,0
824,2021-08-16,2021-08-16 04:35:58.230,13400,0
825,2021-08-17,2021-08-17 04:35:41.040,12567,0
826,2021-08-18,2021-08-18 04:37:09.123,15955,0
827,2021-08-19,2021-08-19 04:40:55.197,24582,0
828,2021-08-20,2021-08-20 04:40:24.233,23566,0
829,2021-08-21,2021-08-21 04:35:54.967,13249,0
830,2021-08-22,2021-08-22 04:37:29.823,16668,0
831,2021-08-23,2021-08-23 04:37:19.953,16332,0
832,2021-08-24,2021-08-24 04:36:14.933,14261,0
833,2021-08-25,2021-08-25 04:36:25.110,14754,0
834,2021-08-26,2021-08-26 04:38:13.040,18728,0
835,2021-08-27,2021-08-27 04:35:42.870,12833,0
836,2021-08-28,2021-08-28 04:35:51.380,13256,0
837,2021-08-29,2021-08-29 04:39:24.963,21934,0
838,2021-08-30,2021-08-30 04:36:31.590,14765,0
839,2021-08-31,2021-08-31 04:35:13.573,11767,0
840,2021-09-01,2021-09-01 04:50:40.477,47931,0
841,2021-09-02,2021-09-02 04:37:05.257,15678,0
842,2021-09-03,2021-09-03 04:36:27.510,15108,0
843,2021-09-04,2021-09-04 04:34:55.690,11492,0
844,2021-09-05,2021-09-05 04:35:06.283,11673,0
845,2021-09-06,2021-09-06 04:34:38.953,10731,0
846,2021-09-07,2021-09-07 04:34:00.913,9096,0
847,2021-09-08,2021-09-08 04:33:47.860,8460,0
848,2021-09-09,2021-09-09 04:33:34.933,8193,0
849,2021-09-10,2021-09-10 04:56:18.523,62766,0
850,2021-09-11,2021-09-11 04:42:35.590,29341,0
851,2021-09-12,2021-09-12 04:38:17.480,18991,0
852,2021-09-13,2021-09-13 04:38:43.510,19485,0
853,2021-09-14,2021-09-14 04:37:17.767,16346,0
854,2021-09-15,2021-09-15 04:56:24.513,62357,0
855,2021-09-16,2021-09-16 04:37:38.400,17216,0
856,2021-09-17,2021-09-17 04:34:01.753,8970,0
857,2021-09-18,2021-09-18 04:33:36.957,8131,0
858,2021-09-19,2021-09-19 04:35:05.047,11494,0
859,2021-09-20,2021-09-20 04:34:06.707,9327,0
860,2021-09-21,2021-09-21 04:34:17.793,9723,0
861,2021-09-22,2021-09-22 04:43:37.520,31688,0
862,2021-09-23,2021-09-23 04:44:10.993,32841,0
863,2021-09-24,2021-09-24 04:36:34.937,14562,0
864,2021-09-25,2021-09-25 04:33:39.130,8264,0
865,2021-09-26,2021-09-26 04:34:52.297,10872,0
866,2021-09-27,2021-09-27 04:33:24.030,7478,0
867,2021-09-28,2021-09-28 04:33:10.947,6850,0
868,2021-09-29,2021-09-29 04:33:11.593,6222,0
869,2021-09-30,2021-09-30 04:33:28.357,7675,0
870,2021-10-01,2021-10-01 04:34:28.380,10153,0
871,2021-10-02,2021-10-02 04:34:30.373,9824,0
872,2021-10-03,2021-10-03 04:35:26.777,12191,0
873,2021-10-04,2021-10-04 04:35:26.420,12214,0
874,2021-10-05,2021-10-05 04:32:47.860,5258,0
875,2021-10-06,2021-10-06 04:39:06.987,20705,0
876,2021-10-07,2021-10-07 04:43:05.033,29115,0
877,2021-10-08,2021-10-08 04:33:12.123,7130,0
878,2021-10-09,2021-10-09 04:34:45.240,10960,0
879,2021-10-10,2021-10-10 04:36:14.140,14075,0
880,2021-10-11,2021-10-11 04:33:38.960,8303,0
881,2021-10-12,2021-10-12 04:32:25.450,5041,0
882,2021-10-13,2021-10-13 04:32:57.277,5781,0
883,2021-10-14,2021-10-14 04:32:39.727,5257,0
884,2021-10-15,2021-10-15 04:43:39.047,31543,0
885,2021-10-16,2021-10-16 04:33:23.210,6492,0
886,2021-10-17,2021-10-17 04:34:42.697,10745,0
887,2021-10-18,2021-10-18 04:35:33.037,12258,0
888,2021-10-19,2021-10-19 04:33:58.423,8839,0
889,2021-10-20,2021-10-20 04:47:02.880,38842,0
890,2021-10-21,2021-10-21 04:33:48.247,8463,0
891,2021-10-22,2021-10-22 04:33:46.977,7585,0
892,2021-10-23,2021-10-23 04:34:08.550,9443,0
893,2021-10-24,2021-10-24 04:35:12.380,11903,0
894,2021-10-25,2021-10-25 04:35:19.850,12222,0
895,2021-10-26,2021-10-26 04:32:35.607,5036,0
896,2021-10-27,2021-10-27 04:37:46.110,17340,0
897,2021-10-28,2021-10-28 04:42:30.007,27916,0
898,2021-10-29,2021-10-29 04:38:13.777,17778,0
899,2021-10-30,2021-10-30 04:33:04.750,6017,0
900,2021-10-31,2021-10-31 04:33:11.943,7183,0
901,2021-11-01,2021-11-01 04:33:31.013,6658,0
902,2021-11-02,2021-11-02 04:32:17.483,4338,0
903,2021-11-03,2021-11-03 04:33:04.000,4712,0
904,2021-11-04,2021-11-04 04:32:42.317,4483,0
905,2021-11-05,2021-11-05 04:33:47.513,7565,0
906,2021-11-06,2021-11-06 04:33:14.770,6252,0
907,2021-11-07,2021-11-07 04:33:20.817,6762,0
908,2021-11-08,2021-11-08 04:33:55.960,8005,0
909,2021-11-09,2021-11-09 04:32:22.943,4583,0
910,2021-11-10,2021-11-10 04:40:18.820,22713,0
911,2021-11-11,2021-11-11 04:38:25.580,18049,0
912,2021-11-12,2021-11-12 04:33:07.923,6048,0
913,2021-11-13,2021-11-13 04:33:01.097,6615,0
914,2021-11-14,2021-11-14 04:33:02.647,6818,0
915,2021-11-15,2021-11-15 04:33:07.510,6108,0
916,2021-11-16,2021-11-16 04:32:20.767,4432,0
917,2021-11-17,2021-11-17 04:32:02.933,4165,0
918,2021-11-18,2021-11-18 04:32:06.530,4019,0
919,2021-11-20,2021-11-20 04:32:31.270,4831,0
920,2021-11-21,2021-11-21 04:33:38.430,7075,0
921,2021-11-22,2021-11-22 04:33:12.813,6396,0
922,2021-11-23,2021-11-23 04:32:51.900,5581,0
923,2021-11-24,2021-11-24 04:47:49.053,38038,0
924,2021-11-25,2021-11-25 04:33:19.857,5635,0
925,2021-11-26,2021-11-26 04:33:15.450,5784,0
926,2021-11-27,2021-11-27 04:33:18.543,7433,0
927,2021-11-28,2021-11-28 04:34:03.640,9058,0
928,2021-11-29,2021-11-29 04:33:23.750,6619,0
929,2021-11-30,2021-11-30 04:32:54.247,5357,0
930,2021-12-01,2021-12-01 04:38:48.080,19650,0
931,2021-12-02,2021-12-02 04:38:45.470,19766,0
932,2021-12-03,2021-12-03 04:34:42.833,9869,0
933,2021-12-04,2021-12-04 04:33:10.613,5607,0
934,2021-12-05,2021-12-05 04:33:34.280,6825,0
935,2021-12-06,2021-12-06 04:34:10.177,8271,0
936,2021-12-07,2021-12-07 04:33:52.047,7451,0
937,2021-12-08,2021-12-08 04:34:55.140,8899,0
938,2021-12-09,2021-12-09 04:33:03.647,5012,0
939,2021-12-10,2021-12-10 04:32:29.003,4502,0
940,2021-12-11,2021-12-11 04:32:30.470,5069,0
941,2021-12-12,2021-12-12 04:33:22.153,6552,0
942,2021-12-13,2021-12-13 04:32:32.780,5038,0
943,2021-12-14,2021-12-14 04:31:49.990,3631,0
944,2021-12-15,2021-12-15 04:35:21.377,12006,0
945,2021-12-16,2021-12-16 04:37:23.217,16423,0
946,2021-12-17,2021-12-17 04:33:39.720,7480,0
947,2021-12-18,2021-12-18 04:32:22.197,4959,0
948,2021-12-19,2021-12-19 04:37:55.077,17234,0
949,2021-12-20,2021-12-20 04:33:52.280,8061,0
950,2021-12-21,2021-12-21 04:36:14.350,13546,0
951,2021-12-22,2021-12-22 04:32:16.790,4785,0
952,2021-12-23,2021-12-23 04:39:23.323,21239,0
953,2021-12-24,2021-12-24 04:32:31.460,4978,0
954,2021-12-25,2021-12-25 04:32:36.157,5202,0
955,2021-12-26,2021-12-26 04:42:47.063,29246,0
956,2021-12-27,2021-12-27 04:35:44.993,12359,0
957,2021-12-28,2021-12-28 04:32:31.213,4944,0
958,2021-12-29,2021-12-29 04:32:39.537,5169,0
959,2021-12-30,2021-12-30 04:32:25.357,4790,0
960,2021-12-31,2021-12-31 04:32:32.723,4712,0
961,2022-01-01,2022-01-01 04:33:25.263,7400,0
962,2022-01-02,2022-01-02 04:40:11.540,23154,0
963,2022-01-03,2022-01-03 04:33:43.227,7964,0
964,2022-01-04,2022-01-04 04:33:05.453,6017,0
965,2022-01-05,2022-01-05 04:33:10.527,6166,0
966,2022-01-06,2022-01-06 04:32:20.833,4515,0
967,2022-01-07,2022-01-07 04:33:07.413,5961,0
968,2022-01-08,2022-01-08 04:42:44.293,29408,0
969,2022-01-09,2022-01-09 04:40:20.220,24328,0
970,2022-01-10,2022-01-10 04:37:41.270,17908,0
971,2022-01-11,2022-01-11 04:32:32.500,4695,0
972,2022-01-12,2022-01-12 04:32:06.323,3751,0
