ID,TotalKey,Date
703,314278,2022-05-11 06:05:34.893
704,316794,2022-05-12 06:06:53.833
705,317736,2022-05-13 06:05:48.327
706,328374,2022-05-14 06:05:35.767
707,355153,2022-05-15 06:05:26.367
708,360242,2022-05-16 06:05:37.103
709,362120,2022-05-17 06:05:23.613
710,359071,2022-05-18 06:05:26.450
711,351388,2022-05-19 06:05:37.650
712,393611,2022-05-20 06:05:27.483
713,388492,2022-05-21 06:05:27.957
714,369450,2022-05-22 06:05:26.650
715,372681,2022-05-23 06:05:23.867
716,370722,2022-05-24 06:05:24.310
717,369945,2022-05-25 06:05:23.590
718,368251,2022-05-26 06:05:23.097
719,320941,2022-05-27 06:05:27.053
720,311110,2022-05-28 06:05:24.660
721,381215,2022-05-29 06:05:17.907
722,382980,2022-05-30 06:05:16.987
723,384417,2022-05-31 06:05:17.190
724,347989,2022-06-01 06:05:51.093
725,370439,2022-06-02 06:05:24.437
726,408761,2022-06-03 06:05:26.473
727,427033,2022-06-04 06:05:23.790
728,380142,2022-06-05 06:05:23.140
729,427452,2022-06-06 06:05:22.570
730,429086,2022-06-07 06:05:23.490
731,432916,2022-06-08 06:05:22.330
732,420474,2022-06-09 06:05:26.230
733,394284,2022-06-10 06:05:24.943
734,382921,2022-06-11 06:05:49.670
735,372302,2022-06-12 06:05:26.823
736,347534,2022-06-13 06:05:24.587
737,346975,2022-06-14 06:05:34.670
738,339708,2022-06-15 06:05:27.957
739,349528,2022-06-16 06:05:32.957
740,342654,2022-06-17 06:05:29.780
741,335502,2022-06-18 06:05:23.880
742,337290,2022-06-19 06:05:26.287
743,305596,2022-06-20 06:05:25.330
744,303061,2022-06-21 06:05:38.613
745,301837,2022-06-22 06:05:25.290
746,279567,2022-06-23 06:05:50.273
747,279464,2022-06-24 06:05:24.100
748,302156,2022-06-25 06:05:25.737
749,305689,2022-06-26 06:05:30.730
750,308607,2022-06-27 06:05:39.947
751,322503,2022-06-28 06:05:24.257
752,322892,2022-06-29 06:05:25.917
753,324296,2022-06-30 06:05:22.740
754,343247,2022-07-01 06:05:27.670
755,331983,2022-07-02 06:05:26.120
756,374484,2022-07-03 06:05:31.993
757,374311,2022-07-04 06:05:23.687
758,376417,2022-07-05 06:05:24.983
759,379437,2022-07-06 06:05:23.630
760,395325,2022-07-07 06:05:25.683
761,377841,2022-07-08 06:05:28.150
762,383946,2022-07-09 06:05:25.477
763,357120,2022-07-10 06:05:23.867
764,407784,2022-07-11 06:05:27.523
765,402895,2022-07-12 06:05:27.480
766,416033,2022-07-13 06:05:23.820
767,441164,2022-07-14 06:05:24.263
768,442307,2022-07-15 06:05:27.233
769,367941,2022-07-16 06:05:25.250
770,381520,2022-07-17 06:05:27.217
771,392477,2022-07-18 06:05:25.390
772,397867,2022-07-19 06:05:40.853
773,402065,2022-07-20 06:05:45.100
774,421813,2022-07-21 06:05:37.813
775,429150,2022-07-22 06:05:35.960
776,359665,2022-07-23 06:05:24.767
777,355274,2022-07-24 06:05:24.787
778,354421,2022-07-25 06:05:25.717
779,351581,2022-07-26 06:05:30.293
780,350189,2022-07-27 06:05:27.603
781,326925,2022-07-28 06:05:24.563
782,315370,2022-07-29 06:05:30.390
783,311802,2022-07-30 06:05:32.370
784,337830,2022-07-31 06:05:37.347
785,332610,2022-08-01 06:05:34.690
786,331256,2022-08-02 06:05:24.203
787,329489,2022-08-03 06:05:23.410
788,330860,2022-08-04 06:05:51.490
789,331319,2022-08-05 06:05:23.240
790,331255,2022-08-06 06:05:43.240
791,324720,2022-08-07 06:05:23.910
792,317498,2022-08-08 06:05:23.870
793,316121,2022-08-09 06:05:50.117
794,319977,2022-08-10 06:05:26.413
795,349390,2022-08-11 06:05:23.433
796,348516,2022-08-12 06:05:52.040
797,344587,2022-08-13 06:05:48.497
798,322137,2022-08-14 06:05:25.340
799,325447,2022-08-15 06:05:22.850
800,325703,2022-08-16 06:05:27.817
801,321671,2022-08-17 06:05:30.053
802,294127,2022-08-18 06:05:24.677
803,297486,2022-08-19 06:05:27.413
804,301149,2022-08-20 06:05:24.100
805,302180,2022-08-21 06:05:35.500
806,299581,2022-08-22 06:05:29.003
807,303508,2022-08-23 06:05:24.320
808,303513,2022-08-24 06:05:24.860
809,304497,2022-08-25 06:05:24.263
810,323719,2022-08-26 06:05:24.677
